budget,genres,id,keywords,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime_x,title,vote_average,vote_count,year,synopsis,critic_score,people_score,total_reviews,total_ratings,type,genre,box_office_(gross_usa),runtime_y,crew
3180000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1585,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 290, ""name"": ""angel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 156115, ""name"": ""feel-good ending""}, {""id"": 184559, ""name"": ""guardian angel""}, {""id"": 207317, ""name"": ""christmas""}]",It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",42.868495,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Liberty Films (II)"", ""id"": 11770}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1946-12-20,9644124,130.0,It's a Wonderful Life,8.0,1076,1946,"After George Bailey (James Stewart) wishes he had never been born, an angel (Henry Travers) is sent to earth to make George's wish come true. George starts to realize how many lives he has changed and impacted, and how they would be different if he was never there.",94,95.0,87,"100,000+",Classics,"comedy, drama, other",$3.3M,129.0,"James Stewart, Donna Reed, Lionel Barrymore, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Capra, Philip Van Doren Stern, Frances Goodrich, Albert Hackett, Frank Capra, Jo Swerling, Frank Capra, Dimitri Tiomkin, Joseph F. Biroc, Joseph Walker"
4000000,"[{""id"": 99, ""name"": ""Documentary""}]",1430,"[{""id"": 279, ""name"": ""usa""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 5037, ""name"": ""checks and balances""}, {""id"": 7548, ""name"": ""columbine""}, {""id"": 11068, ""name"": ""oklahoma city bombing""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 187554, ""name"": ""person running amok""}]",Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.414843,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""TiMe Film- und TV-Produktions GmbH"", ""id"": 11104}, {""name"": ""Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG"", ""id"": 26136}, {""name"": ""Dog Eat Dog Films"", ""id"": 26137}, {""name"": ""Iconolatry Productions Inc."", ""id"": 26138}, {""name"": ""Salter Street Films International"", ""id"": 26139}, {""name"": ""United Broadcasting Inc."", ""id"": 26140}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-09,35564473,120.0,Bowling for Columbine,7.3,453,2002,"Political documentary filmmaker Michael Moore explores the circumstances that lead to the 1999 Columbine High School massacre and, more broadly, the proliferation of guns and the high homicide rate in America. In his trademark provocative fashion, Moore accosts Kmart corporate employees and pleads with them to stop selling bullets, investigates why Canada doesn't have the same excessive rate of gun violence and questions actor Charlton Heston on his support of the National Rifle Association.",95,83.0,173,"100,000+",Documentary,documentary,$21.2M,120.0,"George W. Bush, Dick Clark, Charlton Heston, Marilyn Manson, John Nichols, Matt Stone, Charles Bishop, Jim Czarnecki, Michael Donovan, Kathleen Glynn, Wolfram Tichy, Kurt Engfehr, Tia Lessin"
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",826,"[{""id"": 233, ""name"": ""japan""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3776, ""name"": ""officer""}]",The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1957-10-02,33300000,161.0,The Bridge on the River Kwai,7.7,542,1957,"Adaptation of the Pierre Bouelle novel about POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American officers plot to blow up the structure, but the commander of the bridge's construction has different plans.",95,93.0,60,"50,000+",Action & Adventure,"drama, war",,161.0,"William Holden, Alec Guinness, Sessue Hayakawa, Jack Hawkins, James Donald, Geoffrey Horne, Andre Morrell, John Boxer, Percy Herbert, David Lean, Pierre Boulle, Michael Wilson, Sam Spiegel, Malcolm Arnold, Jack Hildyard, Stuart Freeborn"
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",284,"[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]",The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",22.889294,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Company"", ""id"": 11241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1960-06-15,25000000,125.0,The Apartment,8.1,483,1960,"Insurance worker C.C. Baxter (Jack Lemmon) lends his Upper West Side apartment to company bosses to use for extramarital affairs. When his manager Mr. Sheldrake (Fred MacMurray) begins using Baxter's apartment in exchange for promoting him, Baxter is disappointed to learn that Sheldrake's mistress is Fran Kubelik (Shirley MacLaine), the elevator girl at work whom Baxter is interested in himself. Soon Baxter must decide between the girl he loves and the advancement of his career.",93,94.0,72,"25,000+",Comedy,"comedy, drama",,125.0,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, Joan Shawlee, Edie Adams, Hope Holiday, Naomi Stevens, Billy Wilder, Billy Wilder, I.A.L. Diamond, Billy Wilder, Daniel Mandell, Adolph Deutsch"
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",292,"[{""id"": 577, ""name"": ""black people""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1515, ""name"": ""block party""}, {""id"": 1516, ""name"": ""megaphone""}, {""id"": 1517, ""name"": ""classroom""}, {""id"": 1673, ""name"": ""brass band""}, {""id"": 1674, ""name"": ""stage""}]",Dave Chappelle's Block Party,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",1.697846,"[{""name"": ""Yari Film Group"", ""id"": 2448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-12,11718595,100.0,Dave Chappelle's Block Party,6.4,28,2005,"Actor, writer and comic Dave Chappelle loads up a bus with residents of his Ohio hometown and takes them to Brooklyn, N.Y. Once there, the travelers enjoy a concert featuring Kanye West, the Fugees, Big Daddy Kane and others. Rehearsal footage and Chappelle's brand of comedy enliven the proceedings.",92,74.0,127,"50,000+",Musical & Performing Arts,"comedy, documentary, music",$11.7M,103.0,"Dave Chappelle, Michel Gondry, Dave Chappelle, Dave Chappelle, Bob Yari, Michel Gondry, Skot Bright, Doug Levine, Greg Manocherian"
3000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",132344,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 822, ""name"": ""airport""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 8011, ""name"": ""greek""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14714, ""name"": ""summer vacation""}, {""id"": 15016, ""name"": ""twins""}]",Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,23.299907,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Venture Forth"", ""id"": 20313}]","[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-05,11176469,108.0,Before Midnight,7.4,568,2013,"On the last night of their idyllic Greek vacation, longtime lovers Jesse (Ethan Hawke) and Celine (Julie Delpy) reminisce about their lives together and what different choices might have brought.",98,82.0,206,"25,000+",Romance,"drama, romance",$8.1M,109.0,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Walter Lassally, Xenia Kalogeropoulou, Ariane Labed, Richard Linklater, Richard Linklater, Julie Delpy, Ethan Hawke, Richard Linklater, Christos V. Konstantakopoulos, Sara Woodhatch, Jacob Pechenik, Martin Shafer, Liz Glotzer"
2883848,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",239,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 33624, ""name"": ""band""}, {""id"": 160395, ""name"": ""spats""}, {""id"": 160396, ""name"": ""all girl band""}, {""id"": 160397, ""name"": ""st. valentine's day massacre""}, {""id"": 160400, ""name"": ""sugar""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 160406, ""name"": ""dressing""}]",Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.30982,"[{""name"": ""The Mirisch Corporation"", ""id"": 219}, {""name"": ""Ashton Productions"", ""id"": 11982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1959-03-18,25000000,122.0,Some Like It Hot,8.0,808,1959,"After witnessing a Mafia murder, slick saxophone player Joe (Tony Curtis) and his long-suffering buddy, Jerry (Jack Lemmon), improvise a quick plan to escape from Chicago with their lives. Disguising themselves as women, they join an all-female jazz band and hop a train bound for sunny Florida. While Joe pretends to be a millionaire to win the band's sexy singer, Sugar (Marilyn Monroe), Jerry finds himself pursued by a real millionaire (Joe E. Brown) as things heat up and the mobsters close in.",95,94.0,65,"50,000+",Classics,comedy,,120.0,"Tony Curtis, Jack Lemmon, Marilyn Monroe, George Raft, Joe E. Brown, Nehemiah Persoff, Joan Shawlee, George E. Stone, Billy Wilder, I.A.L. Diamond, Robert Thoeren, Billy Wilder, I.A.L. Diamond, Doane Harrison, Billy Wilder, Adolph Deutsch, Charles Lang"
2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",630,"[{""id"": 616, ""name"": ""witch""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4639, ""name"": ""crow""}, {""id"": 6027, ""name"": ""music""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 11409, ""name"": ""imaginary land""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 191616, ""name"": ""sepia color""}]",The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-08-15,33754967,102.0,The Wizard of Oz,7.4,1642,1939,"When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to the magical land of Oz. They follow the Yellow Brick Road toward the Emerald City to meet the Wizard, and en route they meet a Scarecrow (Ray Bolger) that needs a brain, a Tin Man (Jack Haley) missing a heart, and a Cowardly Lion (Bert Lahr) who wants courage. The wizard asks the group to bring him the broom of the Wicked Witch of the West (Margaret Hamilton) to earn his help.",98,89.0,121,"250,000+",Classics,"kids and family, musical, fantasy",$5.5M,101.0,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Victor Fleming, L. Frank Baum, Noel Langley, Florence Ryerson, Edgar Allan Woolf, Victor Fleming, Mervyn LeRoy, Harold Arlen, Herbert Stothart, Felix Mendelssohn Bartholdy"
2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",3034,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12416, ""name"": ""horror spoof""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 198102, ""name"": ""frankenstein's monster""}]",Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",36.444894,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Gruskoff/Venture Films"", ""id"": 1297}, {""name"": ""Jouer Limited"", ""id"": 1298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-12-15,86273333,106.0,Young Frankenstein,7.7,854,1974,"Respected medical lecturer Dr. Frederick Frankenstein (Gene Wilder) learns that he has inherited his infamous grandfather's estate in Transylvania. Arriving at the castle, Dr. Frankenstein soon begins to recreate his grandfather's experiments with the help of servants Igor (Marty Feldman), Inga (Teri Garr) and the fearsome Frau Blücher (Cloris Leachman). After he creates his own monster (Peter Boyle), new complications ensue with the arrival of the doctor's fiancée, Elizabeth (Madeline Kahn).",94,92.0,68,"100,000+",Horror,comedy,,105.0,"Gene Wilder, Peter Boyle, Cloris Leachman, Marty Feldman, Madeline Kahn, Teri Garr, Kenneth Mars, Gene Hackman, Richard Haydn, Liam Dunn, Mel Brooks, Gene Wilder, Mel Brooks, Michael Gruskoff, Gerald Hirschfeld, John C. Howard, Jane Feinberg, Mike Fenton, Dale Hennesy"
2600000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",11072,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 8009, ""name"": ""marching band""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10511, ""name"": ""western""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 18465, ""name"": ""interrupted hanging""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 160583, ""name"": ""western town""}, {""id"": 160586, ""name"": ""western spoof""}, {""id"": 160588, ""name"": ""ceremony""}, {""id"": 160589, ""name"": ""frontier town""}, {""id"": 160595, ""name"": ""looking at the camera""}, {""id"": 160597, ""name"": ""saloon girl""}, {""id"": 160602, ""name"": ""movie reality crossover""}, {""id"": 160605, ""name"": ""nietzsche""}, {""id"": 160607, ""name"": ""coot""}, {""id"": 160612, ""name"": ""self-referential""}, {""id"": 162078, ""name"": ""female singer""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",22.793929,"[{""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-02-07,119500000,93.0,Blazing Saddles,7.2,609,1974,"In this satirical take on Westerns, crafty railroad worker Bart (Cleavon Little) becomes the first black sheriff of Rock Ridge, a frontier town about to be destroyed in order to make way for a new railroad. Initially, the people of Rock Ridge harbor a racial bias toward their new leader. However, they warm to him after realizing that Bart and his perpetually drunk gunfighter friend (Gene Wilder) are the only defense against a wave of thugs sent to rid the town of its population.",88,91.0,59,"100,000+",Western,"comedy, western",,93.0,"Cleavon Little, Gene Wilder, Madeline Kahn, Slim Pickens, David Huddleston, Liam Dunn, Alex Karras, John Hillerman, George Furth, Mel Brooks, Mel Brooks, Andrew Bergman, Andrew Bergman, Mel Brooks, Richard Pryor, Alan Uger, Michael Hertzberg, Mel Brooks"
2600000,"[{""id"": 99, ""name"": ""Documentary""}]",291,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 387, ""name"": ""california""}, {""id"": 658, ""name"": ""sea""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1524, ""name"": ""surfer""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 1669, ""name"": ""wave""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 1672, ""name"": ""lifestyle""}, {""id"": 2006, ""name"": ""extremsport""}]",Riding Giants,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,0.895946,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-09,3166000,105.0,Riding Giants,7.6,23,2004,"Part sports history, part thrill ride, skateboarder Stacy Peralta's documentary pays homage to the brave, foolish surfers who dare ride the world's biggest waves. Peralta lays out the evolution of big-wave surfing from the '50s to today, touching upon changing trends and the constant search for ever larger waves. Then he shifts his focus to a handful of contemporary surfing superstars, among them Jeff Clark, pioneer of San Francisco's remote waves, and Laird Hamilton, known for tow-in riding.",93,94.0,96,"5,000+",Sports & Fitness,documentary,$2.3M,102.0,"Darrick Doerner, Laird John Hamilton, Brian L. Keaulana, Titus Kinimaka, Stacy Peralta, Stacy Peralta, Sam George, Agi Orsi, Paul Crowder"
2540800,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",872,"[{""id"": 3177, ""name"": ""fan""}, {""id"": 3748, ""name"": ""morning""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6494, ""name"": ""talkie""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 164090, ""name"": ""audience""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 164628, ""name"": ""diction coach""}, {""id"": 164636, ""name"": ""pearl necklace""}, {""id"": 164641, ""name"": ""flapper""}]",Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",36.556954,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1952-04-10,7200000,103.0,Singin' in the Rain,7.8,727,1952,"A spoof of the turmoil that afflicted the movie industry in the late 1920s when movies went from silent to sound. When two silent movie stars', Don Lockwood and Lina Lamont, latest movie is made into a musical a chorus girl is brought in to dub Lina's speaking and singing. Don is on top of the world until Lina finds out.",100,95.0,64,"100,000+",Classics,"comedy, musical",$23.9K,102.0,"Gene Kelly, Debbie Reynolds, Donald O'Connor, Jean Hagen, Millard Mitchell, Rita Moreno, Douglas Fowley, Cyd Charisse, Madge Blake, King Donovan, Stanley Donen, Gene Kelly, Betty Comden, Adolph Green, Arthur Freed, Nacio Herb Brown, Adrienne Fazan, Randall Duell"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9591,"[{""id"": 3490, ""name"": ""pop star""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5716, ""name"": ""record label""}, {""id"": 6027, ""name"": ""music""}, {""id"": 41591, ""name"": ""music band""}]",That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",14.885388,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Clinica Estetico"", ""id"": 1274}, {""name"": ""Clavius Base"", ""id"": 38944}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-04,34585416,108.0,That Thing You Do!,6.8,225,1996,"Wily band manager Mr. White helps a small town band achieve big time success when they release a Beatles-style pop song in 1964. Pennsylvania band the ""Oneders"" become a sensation after their drummer breaks his arm, and is replaced by jazz enthusiast, Guy Patterson, who injects something a bit different into their music.",93,78.0,58,"100,000+",Kids & Family,"comedy, drama",$25.9M,110.0,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn, Ethan Embry, Tom Hanks, Charlize Theron, Obba Babatunde, Giovanni Ribisi, Chris Ellis, Tom Hanks, Gary Goetzman, Jonathan Demme, Edward Saxon, Tom Hanks"
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",76,"[{""id"": 811, ""name"": ""dialogue""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 814, ""name"": ""talking""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 816, ""name"": ""walking""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 197528, ""name"": ""traveller""}, {""id"": 215205, ""name"": ""danube""}, {""id"": 224279, ""name"": ""bittersweet""}, {""id"": 233027, ""name"": ""romantic""}, {""id"": 233055, ""name"": ""vienna""}]",Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",23.672571,"[{""name"": ""Detour Film Production"", ""id"": 98}]","[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-01-27,5535405,105.0,Before Sunrise,7.7,959,1995,"On his way to Vienna, American Jesse (Ethan Hawke) meets Celine (Julie Delpy), a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other. As the night progresses, their bond makes separating in the morning a difficult choice.",100,93.0,46,"50,000+",Romance,romance,$4.7M,101.0,"Ethan Hawke, Julie Delpy, Erni Mangold, Karl Bruckschwaiger, Tex Rubinowitz, Andrea Eckert, Haymon Maria Buttinger, Richard Linklater, Anne Walker-McBay, Richard Linklater, Kim Krizan"
2280000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",756,"[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 190719, ""name"": ""musical segments""}]",Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.875469,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1940-11-13,83320000,124.0,Fantasia,7.2,808,1940,"Released in 1940, represented Disney's boldest experiment to date. Bringing to life his vision of blending animated imagery with classical music. What had begun as a vehicle to enhance Mickey Mouse's career blossomed into a full-blown feature that remains unique in the history of animation.",95,83.0,56,"100,000+",Animation,"kids and family, animation, fantasy",$24.8M,120.0,"Deems Taylor, Leopold Stokowski, Walt Disney, Julietta Novis, The Philadelphia Orchestra, Paul J. Smith, James Algar, Samuel Armstrong, Ford Beebe, Norman Ferguson, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Paul Satterfield"
